PROCESSO ADMIN. Nº,PROCESSO Nº,OBSERVACOES__gt,OBSERVACOES__pred,status
2035800265,0801427-31.2023.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0801427-31.2023.8.15.0541; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0801427-31.2023.8.15.0541; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2025815054,0800443-76.2025.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0840947-32.2024.8.15.0001; Processo adm. citado nos documentos: 2025815054; Processo divergente do ZIP: 0800443-76.2025.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0840947-32.2024.8.15.0001; Processo adm. citado nos documentos: 2025815054; Processo divergente do ZIP: 0800443-76.2025.8.15.0541,TP
019948-83.2025.8.15,,"Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [08]-0315512_Anexo.pdf, [02]-0306048_Anexo.pdf, [05]-0306073_Anexo.pdf (+2); PROMOVIDO coincidia com nome de perito; valor removido","Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [08]-0315512_Anexo.pdf, [02]-0306048_Anexo.pdf, [05]-0306073_Anexo.pdf (+2); PROMOVIDO coincidia com nome de perito; valor removido",TP
2025.815,0800533-41.2025.8.15.0911,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0329732_Anexo.pdf; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0800533-41.2025.8.15.0911,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0329732_Anexo.pdf; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0800533-41.2025.8.15.0911,TP
2025.815,0801435-28.2024.8.15.0911,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0329755_Anexo.pdf; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801435-28.2024.8.15.0911,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0329755_Anexo.pdf; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801435-28.2024.8.15.0911,TP
2035800265,0800813-55.2025.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0801417-50.2024.8.15.0541; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0800813-55.2025.8.15.0541; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0801417-50.2024.8.15.0541; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0800813-55.2025.8.15.0541; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2025.815,0801009-25.2025.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800500-94.2025.8.15.0541; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801009-25.2025.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800500-94.2025.8.15.0541; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801009-25.2025.8.15.0541,TP
2005042413,0804093-31.2024.8.15.0521,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [12]-0312016_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0804093-31.2024.8.15.0521; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [12]-0312016_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0804093-31.2024.8.15.0521; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2025605341,0800397-06.2023.8.15.0041,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025605341; Processo divergente do ZIP: 0800397-06.2023.8.15.0041; Valor suspeito em VALOR ARBITRADO: 391,88; Fator inválido (não numérico)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025605341; Processo divergente do ZIP: 0800397-06.2023.8.15.0041; Valor suspeito em VALOR ARBITRADO: 391,88; Fator inválido (não numérico)",TP
2042522400,0801708-71.2022.8.20.5103,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800707-12.2023.8.15.0041; Processo adm. citado nos documentos: 2042522400; Processo divergente do ZIP: 0801708-71.2022.8.20.5103; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800707-12.2023.8.15.0041; Processo adm. citado nos documentos: 2042522400; Processo divergente do ZIP: 0801708-71.2022.8.20.5103; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)",TP
2071857622,0800148-26.2021.8.15.0041,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2071857622; Processo divergente do ZIP: 0800148-26.2021.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2071857622; Processo divergente do ZIP: 0800148-26.2021.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)",TP
2013378261,0800529-34.2021.8.15.0041,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2013378261; Processo divergente do ZIP: 0800529-34.2021.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2013378261; Processo divergente do ZIP: 0800529-34.2021.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)",TP
2000000968,0801039-47.2021.8.15.0041,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000968; Processo divergente do ZIP: 0801039-47.2021.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000968; Processo divergente do ZIP: 0801039-47.2021.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)",TP
2064.2025,0801832-91.2025.8.15.0381,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2064.2025; Processo divergente do ZIP: 0801832-91.2025.8.15.0381; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2064.2025; Processo divergente do ZIP: 0801832-91.2025.8.15.0381; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2091157496,0801594-25.2021.8.15.0151,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2091157496; Processo divergente do ZIP: 0801594-25.2021.8.15.0151; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2091157496; Processo divergente do ZIP: 0801594-25.2021.8.15.0151; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2018000001,0801648-92.2024.8.15.0051,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0321902_Anexo.pdf; Processo adm. citado nos documentos: 2018000001; Processo divergente do ZIP: 0801648-92.2024.8.15.0051; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0321902_Anexo.pdf; Processo adm. citado nos documentos: 2018000001; Processo divergente do ZIP: 0801648-92.2024.8.15.0051; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento; VALOR ARBITRADO - CM inválido (não monetário),TP
2050530850,0800916-47.2025.8.15.0061,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [14]-0311390_Anexo.pdf; Processo adm. citado nos documentos: 2050530850; Processo divergente do ZIP: 0800916-47.2025.8.15.0061; Valor suspeito em VALOR ARBITRADO: 540,56 (quinhentos e quarenta reais e cinquenta e seis centavos);; VALOR ARBITRADO - CM inválido (não monetário)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [14]-0311390_Anexo.pdf; Processo adm. citado nos documentos: 2050530850; Processo divergente do ZIP: 0800916-47.2025.8.15.0061; Valor suspeito em VALOR ARBITRADO: 540,56 (quinhentos e quarenta reais e cinquenta e seis centavos);; VALOR ARBITRADO - CM inválido (não monetário)",TP
2025.815,0801030-80.2025.8.15.2002,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0316221_Anexo.pdf; CNJs adicionais mencionados: 0800000-35.2025.8.15.0571; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801030-80.2025.8.15.2002,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0316221_Anexo.pdf; CNJs adicionais mencionados: 0800000-35.2025.8.15.0571; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801030-80.2025.8.15.2002,TP
2063.6187,0800020-53.2021.8.15.0381,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0006625-63.2012.8.15.0381, 0804389-56.2022.8.15.0381; Processo adm. citado nos documentos: 2063.6187; Processo divergente do ZIP: 0800020-53.2021.8.15.0381; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; CPF do perito ajustado pelo catálogo externo; VALOR ARBITRADO - CM inválido (não monetário)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0006625-63.2012.8.15.0381, 0804389-56.2022.8.15.0381; Processo adm. citado nos documentos: 2063.6187; Processo divergente do ZIP: 0800020-53.2021.8.15.0381; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; CPF do perito ajustado pelo catálogo externo; VALOR ARBITRADO - CM inválido (não monetário)",TP
2025.2025,0804115-43.2025.8.15.0331,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0804115-43.2025.8.15.0331; CPF do perito ajustado pelo catálogo externo,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0804115-43.2025.8.15.0331; CPF do perito ajustado pelo catálogo externo,TP
2025.2025,0800917-95.2025.8.15.0331,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0800917-95.2025.8.15.0331; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0800917-95.2025.8.15.0331; CPF do perito ajustado pelo catálogo externo,TP
2060230000,0843813-32.2021.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2060230000; Processo divergente do ZIP: 0843813-32.2021.8.15.2001; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2060230000; Processo divergente do ZIP: 0843813-32.2021.8.15.2001; Fator inválido (não numérico),TP
2082900000,0801020-63.2025.8.15.0441,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Documentos ignorados por divergência: [04]-0313091_Anexo.pdf; CNJs adicionais mencionados: 0800556-39.2025.8.15.0441, 0800805-87.2025.8.15.0441; Processo adm. citado nos documentos: 2082900000; Processo divergente do ZIP: 0801020-63.2025.8.15.0441; Data suspeita em Data da Autorização da Despesa: Comunicações","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Documentos ignorados por divergência: [04]-0313091_Anexo.pdf; CNJs adicionais mencionados: 0800556-39.2025.8.15.0441, 0800805-87.2025.8.15.0441; Processo adm. citado nos documentos: 2082900000; Processo divergente do ZIP: 0801020-63.2025.8.15.0441; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2014464000,0800247-91.2021.8.15.0171,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2014464000; Processo divergente do ZIP: 0800247-91.2021.8.15.0171; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2014464000; Processo divergente do ZIP: 0800247-91.2021.8.15.0171; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico),TP
2042000001,0800805-87.2025.8.15.0441,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0313115_Anexo.pdf; CNJs adicionais mencionados: 0800661-16.2025.8.15.0441; Processo adm. citado nos documentos: 2042000001; Processo divergente do ZIP: 0800805-87.2025.8.15.0441; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0313115_Anexo.pdf; CNJs adicionais mencionados: 0800661-16.2025.8.15.0441; Processo adm. citado nos documentos: 2042000001; Processo divergente do ZIP: 0800805-87.2025.8.15.0441; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2070000011,0801993-52.2024.8.15.0441,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [04]-0313132_Anexo.pdf; Processo adm. citado nos documentos: 2070000011; Processo divergente do ZIP: 0801993-52.2024.8.15.0441; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [04]-0313132_Anexo.pdf; Processo adm. citado nos documentos: 2070000011; Processo divergente do ZIP: 0801993-52.2024.8.15.0441; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2025.815,0805007-48.2023.8.15.2003,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [04]-0313176_Anexo.pdf; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0805007-48.2023.8.15.2003,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [04]-0313176_Anexo.pdf; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0805007-48.2023.8.15.2003,TP
2021718063,0800893-28.2025.8.15.0441,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0313822_Anexo.pdf; Processo adm. citado nos documentos: 2021718063; Processo divergente do ZIP: 0800893-28.2025.8.15.0441,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0313822_Anexo.pdf; Processo adm. citado nos documentos: 2021718063; Processo divergente do ZIP: 0800893-28.2025.8.15.0441,TP
2020.04453,0800781-59.2025.8.15.0441,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0313844_Anexo.pdf, [11]-0322333_Anexo.pdf; Processo adm. citado nos documentos: 2020.04453; Processo divergente do ZIP: 0800781-59.2025.8.15.0441","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0313844_Anexo.pdf, [11]-0322333_Anexo.pdf; Processo adm. citado nos documentos: 2020.04453; Processo divergente do ZIP: 0800781-59.2025.8.15.0441",TP
2086894713,0006625-63.2012.8.15.0381,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2086894713; Processo divergente do ZIP: 0006625-63.2012.8.15.0381; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; CPF do perito ajustado pelo catálogo externo; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2086894713; Processo divergente do ZIP: 0006625-63.2012.8.15.0381; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; CPF do perito ajustado pelo catálogo externo; VALOR ARBITRADO - CM inválido (não monetário),TP
2010011233,0801255-46.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [2]-0315647_Anexo.pdf; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0801255-46.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Outros Documentos,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [2]-0315647_Anexo.pdf; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0801255-46.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Outros Documentos,TP
2063.8413,0804389-56.2022.8.15.0381,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2063.8413; Processo divergente do ZIP: 0804389-56.2022.8.15.0381; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; CPF do perito ajustado pelo catálogo externo; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2063.8413; Processo divergente do ZIP: 0804389-56.2022.8.15.0381; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; CPF do perito ajustado pelo catálogo externo; VALOR ARBITRADO - CM inválido (não monetário),TP
2000001017,0800305-37.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0315847_Anexo.pdf; Processo adm. citado nos documentos: 2000001017; Processo divergente do ZIP: 0800305-37.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0315847_Anexo.pdf; Processo adm. citado nos documentos: 2000001017; Processo divergente do ZIP: 0800305-37.2025.8.15.0371,TP
020858-86.2025.8.15,0801067-10.2025.8.15.0741,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801067-10.2025.8.15.0741; Data suspeita em Data da Autorização da Despesa: – depoimento especial; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801067-10.2025.8.15.0741; Data suspeita em Data da Autorização da Despesa: – depoimento especial; CPF do perito ajustado pelo catálogo externo,TP
020859-52.2025.8.15,0801753-38.2022.8.15.0181,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801753-38.2022.8.15.0181; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801753-38.2022.8.15.0181; CPF do perito ajustado pelo catálogo externo,TP
2037800000,0801410-73.2024.8.15.0051,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2037800000; Processo divergente do ZIP: 0801410-73.2024.8.15.0051; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2037800000; Processo divergente do ZIP: 0801410-73.2024.8.15.0051; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
2023.815,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0317083_Anexo_Decisao.pdf, [06]-0321873_Anexo.pdf, [03]-0317086_Anexo_Termo_de_Audiencia.pdf; Processo adm. citado nos documentos: 2023.815","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0317083_Anexo_Decisao.pdf, [06]-0321873_Anexo.pdf, [03]-0317086_Anexo_Termo_de_Audiencia.pdf; Processo adm. citado nos documentos: 2023.815",TP
2022.815,0801157-23.2022.8.15.0741,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2022.815; Processo divergente do ZIP: 0801157-23.2022.8.15.0741,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2022.815; Processo divergente do ZIP: 0801157-23.2022.8.15.0741,TP
2000000990,0800780-74.2018.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2000000990; Processo divergente do ZIP: 0800780-74.2018.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2000000990; Processo divergente do ZIP: 0800780-74.2018.8.15.0391,TP
2012031130,0802311-30.2020.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2012031130; Processo divergente do ZIP: 0802311-30.2020.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2012031130; Processo divergente do ZIP: 0802311-30.2020.8.15.0391,TP
021224-58.2025.8.15,0801253-63.2025.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801253-63.2025.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801253-63.2025.8.15.0731,TP
